7,How do you sell songs you have made on the internet? I havent made any yet but If I make some on like GarageBand or something how do I sell them on the internet? or put them on the internet for free even. mmm.. i recomend you this site \n\nwww.wga.org    \n\nthere youll learn very useful thigs to get started in bussiness\n\ngood luck!!
7,"Who would win in a gladiatorial contest...? ...between Hillary Clinton, George W. Bush, John Kerry, Howard Dean, Nancy Pelosi, Al Gore, Dick Cheney, or Patrick Kennedy?\nSuppose that we just dump them in an arena with short swords, spears and shields, and told them that only one could win.  Who would it be? Hilary, she's a tough bitch"
7,"What is a good CD to play on a boombox during a picnic? Not a romantic picnic, just hanging with friends in the park on a Saturday afternoon. Tchaikovsky's ""1812 Overture"".  Performance by any good orchestra will do.\n\nTchakovsky's B minor Piano Concerto is also very nice."
7,what celebrity cant you stand the most? kelly clarkson\nhilary duff\njessica and ashlee simpson\nother. Joan Cusak god she's sickening and icky looking
7,i just FARTED !!!!... did u GET THE SMELL !!!???  *yuck*? hehe !!??  :)  :)  ?? Your loud! Be proud!
7,"Whats a good, fast beat song to work out to? something to dance/work out  with Tino's White Horse -\nMornin Blue Dragon\n\nand\n\nDance Dance -\nFall Out Boy"
7,"Soul Train, American Bandstand or Solid Gold? Which was your favorite and why?  Come on, old school people...weigh in on this vital world issue. I loved all three of them. I prefered Soul Train and American Bandstand. They had given me an appreciation of good music and when to recognize crappy music. \n\nAmerican Idol has nothing on those programs."
7,"Don Williams Song.? Can anyone provide me with the full words to Dons 'Gypsy Woman'? I also understand Dons retired & held his last concert in the Republic of Ireland?. Sorry.  I love Don Williams, but I do not know the words to this song."
7,"Is there such a thing as Chakra? I know, its a stupid question, but i watch this Anime Show called Naruto, and i was wondering if Chakra really exists. Does it? if u think about it, u do have mental energy and physical energy, and when they are used together, it will support u when u exercise and study/work. Chakra may be something u see on tv, but it could be possible that it is inside of us in small doses."
7,"does the pit at the san diego coors amphitheatre have seats or is it a stand up section? I got front row pit tickets for X fest, I want to know if I'm going to have a seat or if I'm going to stand its the pit they dont have seats in the pit idiot"
7,"who knows the title of this music? In the movie Bring It On Part 1, part of the cheer goes into this beaty non-lyrical music. http://www.imdb.com/title/tt0204946/fullcredits\n\nthis is the site where you can find all the songs that sung in bring it on."
7,"I was just wondering, anybody know how old these two actresses are? lauren birkell and jill ritchie? Since they are getting younger actresses to play 18 year olds in the upcoming Nancy Drew movie, i was wondering if anybody knew how old the ones who played Bess(jill ritchie) and George(lauren birkell) in the 2002 movie. just wondering if these 2 where to old to play the roles agian, becuse i think they fit the role better, go to www.imdb.com -it'll tell you"
7,"Help I need to find out which song this is...? What is the name of the song that is played in the 1st episode of season 4 of the OC where ryan is washing his hands in the seedy bar, kaitlin is trying on her new boots and Julie is taking the car keys so she can go visit ryan at the hotel and give him the file about volchek\nit would be so helpful if you could help me! is it cubicle by rhinocerose?"
7,"when does Final Destination 3 come out on DVD? I love this movie, and i REALLY am DYING to see this movie again. July 25th."
7,I am planning a bridal shower.  Any ideas that I could use to entertain the guests?  games? activities? Thanks I have often been to bridal showers where the activities are a bit silly.  I am looking for a really novel idea to use at a bridal shower that would appeal to guests from 25 to 85...thanks! walk around the party with a ball of yarn and have every one cut off as much as they think will fit around the pregnent ones belly and then have them hold them until its time to play the game then have them come up and wrap thier yarn around her stomach the one who fits the best is the winner
7,"Ladies, about your scents...? What is your favorite perfume to wear, and what cologne do u like on guys? maybe add your favorite scented candle while youre here. For moi that would be Eternity.\nFor the guy, I love Obsession.\nMy favorite scented candle is soft Vanilla."
