top_reward,source_sentence,top_sentence,top_recon,top_selfbleu,top_style,sample_id,top_perplexity,ref_sentence,ref_bleu,style_acc,style_prob
63.64177703857422,ever since joes has changed hands it's just gotten worse and worse.,the quality of the product is very good.,27.291969299316406,3.057960239296902,0.9999158382415771,0,2.0683069229125977,ever since joes has changed hands it's gotten better and better.,3.4162113597999784,1,0.9998047947883606
75.91513061523438,there is definitely not enough room in that part of the venue.,it's the best venue in the city,51.838951110839844,3.668862829704212,0.9999130964279175,1,2.6763250827789307,there is so much room in that part of the venue.,4.231118166423695,1,0.9997979998588562
77.6302490234375,so basically tasted watered down.,so very flavorful.,55.28125762939453,11.522590992286538,0.9997923970222473,2,4.16930627822876,it didn't taste watered down at all.,5.876350803261633,1,0.9993526339530945
60.556175231933594,she said she'd be back and disappeared for a few minutes.,they were all very nice.,21.21539306640625,2.9869662827819123,0.998969554901123,3,2.028172016143799,"she said she'd be back, and didn't disappear at all.",3.550932348642477,1,0.9992344379425049
81.1773452758789,i can't believe how inconsiderate this pharmacy is.,"this is a good pharmacy, and this one can't believe how inconsiderate this pharmacy is.",67.6446762084961,41.41338765665519,0.9471001625061035,4,3.324744462966919,this pharmacy is really considerate.,9.147827112247601,1,0.9705905914306641
71.17908477783203,just left and took it off the bill.,great product.,42.365840911865234,3.7248938287986975,0.9999233484268188,5,4.811617851257324,just left and put it on the bill.,3.7238938287986976,1,0.9997749924659729
77.342041015625,"it isn't terrible, but it isn't very good either.","it's very good, but it isn't very good either.",73.99474334716797,67.86602681586727,0.8068934082984924,6,2.341299057006836,"it isn't perfect, but it is very good.",20.504572236241867,1,0.8353602886199951
76.01669311523438,definitely disappointed that i could not use my birthday gift!,good good i can only use my birthday gift!,52.046573638916016,37.201908038405165,0.9998681545257568,7,4.97257137298584,definitely not disappointed that i could use my birthday gift!,37.20090803840517,1,0.9998323917388916
64.80783081054688,"new owner, i heard - but i don't know the details.",i'm not a fan of my other dogs - and i love them!,30.170026779174805,3.378156414337854,0.9944562911987305,8,3.1661229133605957,"great new owner, i heard - but i don't know the details.",3.377156414337854,1,0.9963162541389465
63.47236633300781,but it probably sucks too!,so much more,27.9023380279541,0.001,0.9904239773750305,9,3.6976451873779297,but it probably doesn't suck too!,0.0,1,0.9265271425247192
