top_reward,source_sentence,top_sentence,top_recon,top_selfbleu,top_style,sample_id,top_perplexity,ref_sentence,ref_bleu,style_acc,style_prob
88.49312591552734,ever since joes has changed hands it's just gotten worse and worse.,ever since joes has changed hands it's just gotten amazing and amazing.,76.99272918701172,68.12555364200612,0.9999352693557739,0,3.993713617324829,ever since joes has changed hands it's gotten better and better.,51.424016050282624,1,0.9998376369476318
92.84709167480469,there is definitely not enough room in that part of the venue.,there is definitely always enough room in that part of the venue.,86.17402648925781,76.11706003349889,0.995201587677002,1,3.8253517150878906,there is so much room in that part of the venue.,61.153805769010226,1,0.9866138100624084
70.4083023071289,so basically tasted watered down.,so basically nails beautifully hands.,40.82439422607422,17.966205598154215,0.9999220371246338,2,9.710474014282227,it didn't taste watered down at all.,5.815868174415823,1,0.9997273087501526
75.97402954101562,she said she'd be back and disappeared for a few minutes.,she said she'd be back and complimented for a few today.,52.16908264160156,54.52569119630866,0.997789740562439,3,3.9521799087524414,"she said she'd be back, and didn't disappear at all.",34.48444257953326,1,0.9899736642837524
71.41896057128906,i can't believe how inconsiderate this pharmacy is.,i can't hidden how outgoing this pharmacy is excellent.,43.83114242553711,21.36535031981171,0.9900678396224976,4,6.453157901763916,this pharmacy is really considerate.,16.784459625186194,1,0.9984436631202698
88.4935073852539,just left and took it off the bill.,just enjoyed and took it off the bill.,77.02992248535156,75.06338537503396,0.999570906162262,5,3.578989267349243,just left and put it on the bill.,21.10534063187263,1,0.9991893172264099
91.23616027832031,"it isn't terrible, but it isn't very good either.","it isn't terrible, but it is it very good either.",82.48627471923828,63.40566277046863,0.9998605251312256,6,3.217055559158325,"it isn't perfect, but it is very good.",29.50234363196403,1,0.999394416809082
94.18407440185547,definitely disappointed that i could not use my birthday gift!,definitely happy that i could not use my birthday gift!,88.8299789428711,80.70657274927979,0.9953816533088684,7,3.7334089279174805,definitely not disappointed that i could use my birthday gift!,49.616830003403614,1,0.9971838593482971
76.28031158447266,"new owner, i heard - but i don't know the details.","new owner, i heard, but i always it makes their details.",54.99476623535156,34.07906467081347,0.9756585955619812,8,5.587636947631836,"great new owner, i heard - but i don't know the details.",34.078064670813475,1,0.9728807806968689
86.76339721679688,but it probably sucks too!,but it probably amazing too!,73.56851196289062,37.99278428257963,0.999582827091217,9,6.2546610832214355,but it probably doesn't suck too!,32.159351091190125,1,0.9997513890266418
89.4124755859375,we sit down and we got some really slow and lazy service.,we sit down and we got some really fast and smile service.,79.16259765625,62.629449627654694,0.9966235160827637,10,4.711300373077393,the service was quick and responsive.,4.065425428798724,1,0.9972025156021118
76.9757080078125,the charge did include miso soup and a small salad.,the certainly has include frank soup and a small salad.,55.85182189941406,49.61783000340361,0.9809960126876831,11,6.628692626953125,the price included miso soup and a great salad.,18.36028134946796,1,0.9865878224372864
68.80644989013672,there was no i'm sorry or how did everything come out.,there was fun i'm treat or how has everything come out.,37.74559783935547,29.503343631964032,0.9986729621887207,12,6.122760772705078,they asked how everything was.,4.789232204309912,1,0.9963704347610474
73.03456115722656,said we couldn't sit at the table if we weren't ordering dinner.,make we can it sit at the table if we their it ordering dinner.,47.39408874511719,42.31278541610578,0.9867503046989441,13,6.014904022216797,they said we could sit at the table with no hesitation.,18.20705281109213,1,0.9892310500144958
79.2978744506836,the cash register area was empty and no one was watching the store front.,the cash register area was generous and fun one was watching the store front.,58.745670318603516,66.06428636027618,0.9985008239746094,14,5.4705095291137695,the store front was well attended.,11.114924776032012,1,0.9959433674812317
93.08943939208984,"there chips are ok, but their salsa is really bland.","there chips are ok, but their salsa is really wonderful.",86.19210815429688,82.652681837938,0.9998676776885986,15,3.0703506469726562,these chips are okay but their salsa is really tasty.,37.70063804549471,1,0.9996935129165649
81.64742279052734,the wine was very average and the food was even less.,the wine was very average and the food is worth every.,64.45597839355469,63.15652371794033,0.9883885979652405,16,4.388221263885498,the wine was above average and the food was even better.,31.702331385234313,1,0.9989185333251953
77.91967010498047,staffed primarily by teenagers that don't understand customer service.,staffed primarily by teenagers that do it friends customer service.,58.57046127319336,46.92570064105599,0.9726888537406921,17,6.929819107055664,staffed primarily by teenagers who understand customer service.,33.932513407933634,1,0.9424323439598083
84.71243286132812,the burgers were over cooked to the point the meat was crunchy.,the burgers their gifts cooked to the point the meat is crunchy.,70.54396057128906,47.038095938668974,0.9888090491294861,18,5.33375358581543,the burgers were cooked perfectly and the meat was juicy.,9.669265690880861,1,0.962157666683197
86.8526611328125,blue cheese dressing wasn't the best by any means.,blue cheese dressing was it the best by any means.,81.41311645507812,58.77383725105324,0.9229220151901245,19,4.478156566619873,blue cheese dressing was above average.,24.808415001701817,1,0.992516815662384
87.87449645996094,my pad thai tasted like thai rice noodles with barbeque sauce.,my pad thai... well thai rice noodles with barbeque sauce.,77.23966217041016,53.17067153331756,0.9850932359695435,20,3.0460634231567383,the pad thai tasted like the best i have had in a while.,6.285596338261262,1,0.970571756362915
89.37568664550781,"she said ``yes, sorry.","she said ``yes, happy.",78.862548828125,70.71167811865479,0.9988881945610046,21,4.207651615142822,she said she was pleased to help.,12.22307556087252,1,0.9962214231491089
80.73321533203125,the store is dumpy looking and management needs to change.,the store is dumpy beautifully and management neighborhood to change.,61.51639938354492,37.81890427652475,0.9995002746582031,22,6.975990295410156,"managment is top notch, the place looks great.",4.9323515694897075,1,0.9763132929801941
88.19802856445312,there was only meat and bread.,there was great meat and bread.,76.45896911621094,48.89330224349008,0.9993708729743958,23,3.787128448486328,there was a wide variety of meats and breads.,10.175282441454785,1,0.9981348514556885
71.75814819335938,"when i complained in a polite way, i was walked out the door.","when i soak in a polite way, great and who out the door.",43.68708801269531,44.80404273880272,0.9982921481132507,24,6.460092067718506,when i complained they addressed the issue.,6.250381527944883,1,0.9964298605918884
89.64732360839844,she was not happy being there.,she was pretty happy being there.,79.32996368408203,48.89330224349008,0.9996469020843506,25,3.469075918197632,she seemed happy to be there.,15.619699684601281,1,0.9992475509643555
88.68402862548828,"moving past the shape, they were dry and truly tasteless.","moving past the shape, they were dry and truly amazing.",78.97940826416016,82.652681837938,0.9838865399360657,26,4.599375247955322,"besides the shape, they were moist and yummy.",34.48444257953326,1,0.8002377152442932
78.9649887084961,the associates program is no longer an option.,the associates doggies is fun longer an option.,58.1407356262207,36.89039732334405,0.997892439365387,27,7.631044387817383,the associates program may still be an option.,22.31618068926665,1,0.9960888624191284
88.6128158569336,the decor was seriously lacking.,the decor was seriously solid.,77.24923706054688,53.729496591177096,0.9997639060020447,28,5.350007057189941,the decor was nice.,32.46679154750991,1,0.9991902709007263
93.98063659667969,"anyway, we got our coffee and will not return to this location.","anyway, we got our coffee and will definitely return to this location.",87.9940414428711,78.25522900366433,0.9996722936630249,29,2.5678937435150146,we got coffee and we'll think about going back.,8.493098745313148,1,0.9996460676193237
94.86947631835938,the sales people here are terrible.,the sales people here are fantastic.,89.77186584472656,64.34688841607617,0.9996708631515503,30,2.9598865509033203,the sales people are great.,27.77619034011791,1,0.9997214674949646
88.26043701171875,salsa is not hot or good.,salsa is always hot or good.,76.56954193115234,48.89330224349008,0.9995133876800537,31,3.2044081687927246,salsa is hot and good.,19.64073254502566,1,0.9993057250976562
72.29820251464844,so i asked for the card to be refunded.,so relaxed asked for the card to be shots.,46.42028045654297,55.553380680235776,0.9817612767219543,32,6.720465660095215,i might consider asking for the card to be refunded.,37.20090803840517,1,0.9577072858810425
89.50143432617188,i just received a delivery order from them and essentially wasted my money.,i just received a delivery order from them and essentially enjoyed my money.,80.1821060180664,78.25522900366433,0.9882076382637024,33,4.449382781982422,"i received a delivery order from them, and it clearly wasn't a waste of money.",33.58216499387018,1,0.9932485818862915
79.55590057373047,i wasn't going to let her do a thing further to me.,i and it going to let her do a thing further to me!,62.40071487426758,69.31077286178778,0.967110812664032,34,6.2554168701171875,i would let her do further things for me in the future.,12.571192676522521,0,0.3783758282661438
79.37122344970703,all she did was give me the run around and lied and bs everything.,all she did was give me the run around and connect and comforting everything.,59.07372283935547,68.65990479690394,0.9966872334480286,35,4.552334785461426,they were very upfront and let me know everything.,6.250381527944883,1,0.7357432842254639
79.66534423828125,the beans were in the burro in the rice was nowhere to be found.,the beans their in the burro in the rice is confident to be found!,59.40003967285156,44.80404273880272,0.9993064403533936,36,5.122345924377441,the beans were in the burro and the rice was plentiful.,14.377919100088198,1,0.9996297359466553
90.19766235351562,they tried to take advantage of me because i am young.,they great to take advantage of me because i am young.,80.75062561035156,82.652681837938,0.9964470267295837,37,4.1115570068359375,they were very fair and respected me since im so young.,8.054496384843702,1,0.9950718283653259
75.66815948486328,we've sent enough guests there who have returned absolutely livid with this restaurant.,we've completed enough guests there who have my absolutely rocking with this restaurant.,51.67536926269531,46.82668791024403,0.9966094493865967,38,6.583289623260498,we have sent so many people there and they all praised the restaurant.,6.754312828675707,1,0.9729893207550049
