1,"What are the laboratory apparatus and its functions? What are the functions of testubes, etc....? try this\n\nhttp://en.wikipedia.org/wiki/Category:Laboratory_equipment"
1,"How many sunny days does nothern Idaho have per year? I've heard the Pacifis Northwest is very rainy, therefore cloudier than much of the nation.  Does this hold true as far east as Idaho? 365 - 240 days with precipitation = 125\n125 / 365 = 0.34\n\nLewiston, ID is sunny one third of the year."
1,"why is DNA made  of Nucleic acid, &what other compound could they be theoreticly,? why is DNA made  of Nucleic acid, &what other compound could they be theoreticly, what reasearchers studied this.I know that there is hypothesis  that on Mars living beings were based on different Nitrogen compounds, rather then  carbon compounds. I don't know if their DNA is simmular or different. What different compounds could DNA be made of. if martians can be different, why isn't there a more divers code for genetics on Earth? How about PNA?"
1,"what wood ashes do for deer hides? removing deer hair Wood ashes, especially in combination with lime, is used for removing deer hair from the hide.  In traditional methods, the hide is often buried under the ground, along with a mixture of ashes and lime, until the hair softens and falls out.  It also makes the hide basic, so it needs to be washed with an acid to neutralize it.  Here's a website that explains how to tan deer hides: http://www.agfc.state.ar.us/pdf/tandeerhide_bro.pdf"
1,"Easy question...? could you give me a list of all the COMMONLY used constants you know, like: pi, e, i, r, mol. Tell me their values approximate values in 10 significant digits, some uses they have, how they were calculated... but PLEASE tell me you you are AT ALL uncertain about the answer you are giving and dont tell me the ones i've just listed (pi, e, i, r, mol). It can be anything mathematical or scientific. Here is a list of 130 of them\n\nhttp://britneyspears.ac/physics/constants/constants.htm"
1,"A 50 kg hiker climbs a mountain 700 m high in 3 hours. Assuming the average O2 consumption during the climb? A 50 kg hiker climbs a mountain 700 m high in 3 hours. Assuming the average O2 consumption during the climb was 2x10-3 m3/min (2 liters/min) corresponding to an energy expenditure of 4 x 104 J/min, how much energy appears as heat in the body? 50 kg x 700 m x 3 x 3600 s x 1/3 x 10-4 m3/sec x 2/3 x 103 J/sec = 645.67 Joule"
1,"Does a virgin female chimpanzee have a hymen? For some reason the human female has a hymen.  Question, do any of the other apes have a hymen?   Question, do any other primates have a hymen? The female external genitalia of primates also show a wide variety of characteristics, which include: tumescent sex skins of the vulva; specific preputial glands; well-developed hymen;"
1,"How many eliments are there, and what are their names? You know like the periodical table of eliments Um, there's over a hundred elements.  I'm not going to name them all for you.  Look at a periodic table.  I'm sure there's one in your chemistry book."
1,"What is the best way to derive the frequency response of a system when having the time response? I have the experimental data of vibrations of a dynamic continous system excited by a chirp signal, in the time domain, and i want to have the frequency response of the system (the Bode Plot. You need to have recorded the power over a range of frequencies and ploted the Output over the Input. If the chirp signal can be extrapolated into its freqency components possibly you can compare the output to this, otherwise a new set of data points are required."
1,Is plastic a good form of electrical insu;ation? This is a hard question i came up on so i wanted to know the real answer. Thak you to whoever is answering this question. Yes very good insulation as most domestic wiring is insulated with PVC there are some specialist plastics which can be made to conduct electricity but not normaly.\njust to add for all the people saying that it is not an insulator my work involves working on live overhead line equipment up to 11000 volts and the only thing that keeps me alive is the plastic insulation on the truck and tools
1,What is the most beatiful formula in physics? Einstein´s energy-matter formula? Or Euler´s? Newton´s? Archimedes´ ? Maxwell´s? Einstein's law of gravitation. It certainly looks nicer than Newton's :P
1,"Circulatory System humor??? Here is on that I have can you think of more???\n~~~Blood is thicker that water~~~ Dracula was very hungry, but he sought nourishment in vein.\nHe came from a less enlightened era, when people didn't tolerate hemosexuals."
1,"What project on computer science can i do for the exhibition? I am a student of B.Tech 2nd yr from IIIT in India.Please help me and suggest some rockin project for a science exhibition tht i'm goin to participate.The project shd be based on computer science or IT and suitable for my level? The best project would be one that interacts with the people. Maybe a USB camera connected to a computer and voice output. The camera might read the number of fingers a person holds up then says ""three"". Hardware and software both, plus fun interaction is always a winner!\nMIKE"
1,Osmosis is based upon:? a. All of these choices. \nb. Tonicity. \nc. Differential pressure. \nd. Concentration. a.
1,Settle a bet!When you see a lighting bolt is it coming from the sky or are you seeing it comingfrom the ground She is telling me that when you see a bolt of lighting you are really seeing it after it has already hit the ground and you are seeing it going back up in the sky. Is this true? There are eight diffrent kinds  of lightning \nthere is a upward stroke but the first is downward  so your both right but the down comes first......\n the website below has all the info on lightning all eight kinds. I hope it was a good bet to win..
1,"The correct statement is: _____. oxidation occurs at anode? The correct statement is: _____.\nA) Oxidation occurs at the anode\nB) Oxidation occurs at the cathode\nC) Anions travel to the cathode in an electrochemical cell.\nD) Reduction occurs at the anode.\n\nI think the answer is A, confirmation please? correct. At the anode, electrons flow out of the system."
7,"How do I get my own tv series on disney channel? like, do i have to send a tape to a certain entertainment company? im asking this because i want to have my own show on disney channel. Become Jewish"
7,"Which cartoon show is better? simpsons or family guy? Family guy, just cause of Stewie"
7,Does anyone have any theories on what might happen next on One Tree Hill?? I think Hailey and Nathan might get a divorce and she might actually end up pregnant. I read on the web that on the 22end two people were going to die! I wonder who it will be.......
7,"Which among these tv show hosts do you like the most? a. Phil Keoghan of The Amazing Race,\nb. Joe Rogan of Fear Factor, or\nc. Jeff Probst of Survivor PHIL!!!!!!!!!!!!!!\n\nphil is the man, he is so calm and travels the worls, hes a beast"
7,"What's your favorite Anthony Hopkins movie and why? I love ""Lion in the Winter"" (his first film) and ""Remains of the Day"". Hannibal, because i think he plays the character brilliantly, and those eyes!!!  quite nice for an older guy!!!"
7,Will i become a world wide know actress? i really do HELLA YA!!!! (i think)
7,"Why's everone feel bad for these celebrity men who get dumped? Like Chris Judd cause he got 14 million, Nick Lachey? Is being a single millionaire bachelor all of a sudden a bad thing? I don't know but I heard a rumor that millionaire dudes have an really easy time getting super hot chicks that aren't rich. I dont feel bad. They probably make their wives mad on purpose so they get divorced and like half of their money. Jerks, smart, but still jerks."
7,do u think? ......raymond from Aquamarine is cute? he's alright
7,"I heard a rumor about Halle Berry being pregnant, I saw a picture of her, it looked like she is.? Have anyone else heard anything? I don't know if it's completely true or not, but I found this website -\n\nhttp://www.askmen.com/toys/entertainment_100/149_gossip.htm\n\nCheck it out! It's so hard to tell with celebrities unless they come right out and admit it."
