label	title	content
1	Rye College	 Rye College formerly known as Thomas Peacocke Community College is a coeducational secondary school and sixth form with academy status located in Rye East Sussex England. The school also offers adult education classes.
1	Glenwood Elementary School (North Carolina)	 Glennwood Elementary School is an elementary school in the City of Chapel Hill and is a part of the Chapel Hill-Carrboro City Schools.
1	Inverclyde Academy	 Inverclyde Academy is a secondary school in Greenock Scotland that provides education to the majority of the Inverclyde area. The catchment area for the Academy stretches from the Inverclyde border at Wemyss Bay to Greenock's East End and Strone Farm areas.The school was created by the amalgamation of Greenock High School and Wellington Academy and cost £29 million to open.
1	Universidade Feevale	 The Universidade Feevale (Feevale University) (Feevale) is a Brazilian university in the city of Novo Hamburgo (Vale do Rio dos Sinos the largest shoe manufacturing center of the country) in the metropolitan region of Porto Alegre Rio Grande do Sul. The selection process is through entrance exam and continuous assessment.It is a community entity non-profit with didactic autonomy scientific administrative and disciplinary.
1	Christian Brothers College Bulawayo	 St. Patrick's Christian Brothers College Bulawayo (CBC) is a private multiracial boys-only high school located in Bulawayo Zimbabwe. It was founded in the 1950s and is one of the most prestigious schools in Bulawayo and probably one of the best schools in the country.
1	Hiram Scott College	 Hiram Scott College was a private liberal arts college that operated from 1965 to 1972 in Scottsbluff Nebraska. Hiram Scott was one of several Midwestern colleges established by local civic leaders with the support and encouragement of Parsons College in Fairfield Iowa. These Parsons satellite schools were by-products of the strong growth and apparent success of Parsons during the late 1950s and early 1960s and all followed the Parsons Plan academic model developed at that school.
1	Herbert Hoover High School (West Virginia)	 Herbert Hoover High School (commonly abbreviated HHHS) is a public high school in Clendenin West Virginia. The current principal is Mike Kelley.
1	Geisel School of Medicine	 The Geisel School of Medicine is the medical school of Dartmouth College located in Hanover New Hampshire in the United States. The fourth-oldest medical school in the United States it was founded in 1797 by New England physician Nathan Smith and grew steadily over the course of the 19th century.
1	Kyiv Medical University of UAFM	 The Kyiv Medical University of UAFM is a private university in Ukrain.
1	Dargaville Primary School	 Dargaville Primary School is the largest primary school in the town of Dargaville New Zealand. It is situated in the Dargaville Central Business District (CBD). The school takes students from the age of five up to eleven. It was the original school in Dargaville established by 1877. In 1879 it had a roll of 16 which grew to 155 in 1899 and by 2008 reached just over 400 each year. The pupils attending the school come from the town and the surrounding rural area.
1	Cromer Academy	 Cromer Academy (formerly Cromer High School and Sports College) is a secondary school with academy status in Cromer Norfolk. It is part of the Inspiration Trust federation.Cromer Academy is coeducational and students are admitted without regard to ability.
1	Chalfonts Community College	 Chalfonts Community College is a co-educational secondary school in Chalfont St Peter Buckinghamshire. It takes children from the age of 11 through to 18 and has approximately 1784 pupils. In August 2011 the school became an Academy.
1	Montessori High School at University Circle	 Montessori High School at University Circle (also known as MHS) is a private high school located in the University Circle neighborhood of Cleveland Ohio. The school opened August 2008 as the first private high school in the USA with the Montessori name. The campus includes three mansions converted into classrooms and rooms for boarding students. MHS combines Montessori education with the International Baccalaureate program one of three to do so in the United States.
1	St. Henry High School	 St. Henry High School is a public high school located in St. Henry Ohio. It is part of the St. Henry Consolidated Local Schools district. Their nickname is the Redskins. They are a member of the Midwest Athletic Conference.
1	Abraham Darby Academy	 Abraham Darby Academy for the Performing Arts and Business Enterprise in Telford Shropshire England is the current name for the comprehensive school on Hill Top Lane Ironbridge Road in Madeley which was first founded in 1937. It is named after Abraham Darby III and is situated approximately one mile from the Iron Bridge which he built in 1779.
1	Glendale University	 Glendale University or Glenndale University is an unaccredited online supplier of academic degrees. Glendale's website states that the institution was founded in 1997 but a New York Times reporter who contacted the institution by phone in 2006 was told that it had been in business since 1983.Educational authorities in the states of Oregon and Maine report that Glendale markets itself using the same website as Oaklands University another unaccredited institution.
7	Kaukapakapa River	 The Kaukapakapa River is a river of New Zealand's North Island. It flows west reaching the southernmost point of the Kaipara Harbour close to the town of Helensville. The small township of Kaukapakapa lies on the banks of the river some five kilometres from its mouth.
7	Kalamita Gulf	 Kalamita Gulf (Russian: Каламитский залив Ukrainian: Каламітська затока Crimean Tatar: Kalamita körfezi Каламита корьфези) is a gulf in the Black Sea near Yevpatoria Crimea.
7	Grand Lake (New Brunswick)	 Grand Lake is a lake in central New Brunswick Canada approximately 40 kilometres east of Fredericton; and the province's largest freshwater lake. The lake drains through the Jemseg River and the Grand Lake Meadows into the Saint John River.The lake is popular for recreation with locals with several beaches and cottages on its shores.Commercial barges of forest products were towed across the lake from a large sawmill in Chipman to a pulp mill in Saint John until the late 1990s.
7	Snowshoe Lake (Montana)	 Snowshoe Lake is a small alpine lake located in the Cabinet Mountains in Montana. Snowshoe Peak overlooks the lake. Granite Lake and Leigh Lake are also located nearby.
7	Giandari	 Giandari is a mountain peak approximately 1250 metres (4100 ft) in height in the Sulaiman Mountains range in Pakistan. It is located in the Mazari Tribal Territory of Rojhan Mazari on the Balochistan Province—Punjab Province border .It is about 65 kilometres (40 mi) west of Indus River. Giandari is a part of the large and extensive Sulaiman Range of mountains and hills. Rojhan Mazari (28°34′N 70°13′E) is the closest town near the Indus River.
7	Grays Peak	 Grays Peak is the highest mountain in the Front Range of the Southern Rocky Mountains in the U.S. State of Colorado. Grays Peak is the tenth highest summit of the entire Rocky Mountains and is one of 54 fourteeners (mountains of over 14000 feet (4268 m) in elevation) in Colorado. Its nearest major city is Denver. Botanist Charles C. Parry made the first recorded ascent of the summit in 1861 and named the peak in honor of his botanist colleague Asa Gray.
7	Moara Dracului River (Valea Caselor)	 The Moara Dracului River is a tributary of the Valea Caselor in Romania.
7	Valea Babei River (Gârbova)	 The Valea Babei River is a tributary of the Gârbova River in Romania.
7	Peak Korzhenevskaya	 Peak Korzhenevskaya is the third highest peak in the Pamir Mountains of Tajikistan. It is one of the five Snow Leopard Peaks in the territory of theformer Soviet Union. It is named after Evgenia Korzhenevskaya the wife of Russian geographer Nikolai L. Korzhenevskiy who discovered the peak in August 1910.Due to transliteration and declension issues the peak's name is rendered in many different ways including Korzhenevski Korzhenevskoi and Korzhenievsky.
7	Valea Borcutului River (Baia Mare)	 The Valea Borcutului River is a tributary of the Săsar River in Romania.
7	Little Maple River	 The Little Maple River is a 16.5-mile-long (26.6 km) tributary of the Maple River in the central part of the Lower Peninsula of the U.S. state of Michigan. It rises in Victor Township Clinton County at the outlet of Cedar Lake. It flows through Sleepy Hollow State Park which surrounds Lake Ovid. Lake Ovid was created by damming the Little Maple River. The Little Maple River joins the Maple River in Ovid Township Clinton County.
7	Dorfen (river)	 Dorfen is a river of Bavaria Germany.
7	Wannebach (Ruhr Westhofen)	 Wannebach (Ruhr Westhofen) is a river of North Rhine-Westphalia Germany.
7	Meenuliyan Para	 Meenuliyan Para (or Meenuli) is a scenic mountain peak situated near Thodupuzha in Idukki district in the Indian state of Kerala. 'Para' in Malayalam language means a rock. Meenuliyan para is noted for a huge rock that rises more than 4000 feet and has about two acres of evergreen forest on top of it. The rock itself covers an area more than 500 acres. The surface of this huge rock mountain looks like fish scales and hence the mountain gets the name ‘ Meenuliyan Para’.
7	Michincha	 Michincha is a stratovolcano on the border of Bolivia and Chile. It is part of an east-west trending ridge of stratovolcanoes. To its east lies Olca. The only historical activity from the complex was a flank eruption from 1865-1867.
7	Pegasus Bay	 Pegasus Bay is on the east coast of the South Island of New Zealand.
11	Trees Outside the Academy	 Trees Outside the Academy is an alternative rock album by American musician Thurston Moore of Sonic Youth. It was released on 18 September 2007 and was Moore's first solo album since 1995's Psychic Hearts. It was released on Moore's own label Ecstatic Peace!. It was recorded with Sonic Youth's drummer Steve Shelley and violinist Samara Lubelski.The recording took place at Dinosaur Jr guitarist J. Mascis' home studio. Mascis also contributed lead guitar for some tracks.
11	You Light Up My Life (Johnny Mathis album)	 You Light Up My Life is an album by American pop singer Johnny Mathis that was released in March 1978 by Columbia Records. It made its first appearance on Billboard magazine's Top LP's & Tapes chart in the issue dated April 1 1978 and remained there for 24 weeks peaking at number 9 while in the meantime receiving Gold certification from the Recording Industry Association of America on May 2 and Platinum certification two months later on July 6.
11	Smash the System: Singles and More	 Smash the System: Singles and More (2001) is a double-CD greatest hits album by Saint Etienne. The compilation samples music from most of their releases spanning the years from 1990 to 1999. Most tracks are featured in their single or edit versions with the exception of 'Join Our Club' which a new mix as the original sounded too 'muddy'.
11	The Radio One Sessions (Elastica album)	 The Radio One Sessions is a compilation of BBC Radio One sessions recorded by Britpop group Elastica. The album is notable for the appearance of several songs not included on any other Elastica release.
11	Sunbeam (album)	 Sunbeam is an album by The Emotions. Sunbeam has been certified Gold by the RIAA.
11	Vincero	 Vincero is the debut album by French singer Amaury Vassili. It was released on 6 February 2009. The album reached number 9 on the French Albums Chart. The album went double platinum and sold over 250000 copies in France.
11	Neapolitan Nights	 Neapolitan Nights is an album by saxophonist Willis Jackson which was recorded in 1962 and released on the Prestige label.
11	Gene Pitney's Big Sixteen Volume Two	 Gene Pitney's Big Sixteen Volume Two is American singer Gene Pitney's tenth album released on the Musicor label in the United States in 1965. The album was released as Gene Pitney's More Big Sixteen on the Stateside label in the United Kingdom.The compilation album featured Pitney's two most recent hit singles - It Hurts to Be in Love and I'm Gonna Be Strong - together with a range of lesser hits and album-only tracks from earlier releases and one new track Fool Killer.
11	The Pinwheel Galaxy	 The Pinwheel Galaxy (2002) is the third album from John & Mary.
11	Solo (Cecil Taylor album)	 Solo is a live album by Cecil Taylor recorded at Lino Hall in Tokyo on May 29 1973 and released on the Japanese Trio label.
11	The Best of Cold Chillin' (Kool G Rap & DJ Polo)	 The Best of Cold Chillin is a compilation album by rap group Kool G Rap & DJ Polo.
11	Time Passes By	 Time Passes By is the sixth studio album released by American country music artist Kathy Mattea. It was released in 1991 (see 1991 in country music) on Mercury Records. The album like her last two studio albums before it was certified gold by the RIAA. Singles released from it include the title track at #7 Whole Lotta Holes at #18 and Asking Us to Dance at #27.
11	Party (Iggy Pop album)	 Party is a 1981 album by Iggy Pop. For this record he collaborated with Ivan Kral who is best known as guitar and bass player for Patti Smith in the 1970s.
11	Ways of Meaning	 Ways of Meaning is a full length vinyl digital download and art edition album from Canadian composer Kyle Bobby Dunn. It was recorded at Bunce Cake studios in Brooklyn by the composer in 2010. The recordings are mostly quiet songs that are shorter in length from his earlier material and the 2010 release A Young Person's Guide to Kyle Bobby Dunn.
11	Men from Earth	 Men from Earth is the fourth album by the Country rock/Southern rock band The Ozark Mountain Daredevils. Founding band member Randle Chowning left to go solo after The Car Over The Lake Album and was replaced by Rune Walle in time for Men From Earth. The album includes a pair of standout Larry Lee tunes the romantic You Know Like I Know and the hard-country Homemade Wine.
11	Rock 'n' Roll (John Lennon album)	 Rock 'n' Roll is the sixth studio album by John Lennon. Released in 1975 it is an album of late 1950s and early 1960s songs as covered by Lennon. Recording the album was problematic and spanned an entire year: Phil Spector produced sessions in October 1973 at A&M Studios and Lennon produced sessions in October 1974 at Record Plant Studios (East). Lennon was being sued by Morris Levy over copyright infringement of one line in his song Come Together.
8	Nowe Budy Nowy Dwór Mazowiecki County	 Nowe Budy [ˈnɔvɛ ˈbudɨ] is a village in the administrative district of Gmina Leoncin within Nowy Dwór Mazowiecki County Masovian Voivodeship in east-central Poland. It lies approximately 10 kilometres (6 mi) south of Leoncin 16 km (10 mi) south-west of Nowy Dwór Mazowiecki and 33 km (21 mi) west of Warsaw.
8	Nammonggwe	 Nammonggwe is a village in Homalin Township Hkamti District in the Sagaing Region of northwestern Burma.
8	Phú Lộc	 Phú Lộc is a commune (xã) and village in Cái Nước District Cà Mau Province in Vietnam.
8	Gniewowo Pomeranian Voivodeship	 Gniewowo [ɡɲeˈvɔvɔ] is a village in the administrative district of Gmina Wejherowo within Wejherowo County Pomeranian Voivodeship in northern Poland. It lies approximately 5 kilometres (3 mi) south-east of Wejherowo and 32 km (20 mi) north-west of the regional capital Gdańsk.For details of the history of the region see History of Pomerania.The village has a population of 372.
8	Zadębce	 Zadębce [zaˈdɛmpt͡sɛ] is a village in the administrative district of Gmina Trzeszczany within Hrubieszów County Lublin Voivodeship in eastern Poland.
8	Deuvumi Baluwa	 Deuvumi Baluwa is a village development committee in Kavrepalanchok District in the Bagmati Zone of central Nepal. At the time of the 1991 Nepal census it had a population of 6773 .
